source_id,source,page,chinese_date,western_date,old_placename_chinese,modern_placename_chinese,event_type_chinese,event_name,event_description,primary_source_1,primary_source_2,notes
10608003,SLSY,191,皇祐元年,1049,河北,,,横陇改道后至北宋末黄河下游主要决溢,二月甲戌，河北黄、御二河决，并注于乾宁军。 《宋史·五行志》,,,
10608004,SLSY,191,皇祐三年,1051,馆陶,,,横陇改道后至北宋末黄河下游主要决溢,七月辛酉，河复决大名府馆陶县之郭固。 《宋史·河渠志》,,,
10608005,SLSY,191,至和二年,1055,澶州小昊埽,,,横陇改道后至北宋末黄河下游主要决溢,至和中，河决小昊埽，破东堤顿丘口……《宋史·康德舆传》,,,
10608006,SLSY,191,嘉佑元年,1056,澶州商胡埽,,,横陇改道后至北宋末黄河下游主要决溢,四月壬子朔，塞商胡北流，入六塔河，不能容，是夕复决。《宋史·河渠志》,,,
10608007,SLSY,191,嘉佑三年,1058,原武,,,横陇改道后至北宋末黄河下游主要决溢,秋七月，丙子诏：广济河溢，原武县河决。《宋史·仁宗本纪》,,,
10608008,SLSY,191,嘉佑五年,1060,魏第六埽,,,横陇改道后至北宋末黄河下游主要决溢,河流派别于魏之第六埽，曰二股河，其广二百丈。《宋史·河渠志》,,,
10608009,SLSY,191,嘉佑七年,1062,大名第五埽,,,横陇改道后至北宋末黄河下游主要决溢,七月戊辰，河决大名第五埽。《宋史·河渠志》,,,
10608010,SLSY,192,熙宁元年,1068,恩、冀、瀛等州,,,横陇改道后至北宋末黄河下游主要决溢,六月，河溢恩州乌栏堤，又决冀州枣强埽，北注瀛。七月，又溢瀛州乐寿埽。 《宋史·河渠志》,,,
10608011,SLSY,192,熙宁二年,1069,饶安及许家港,,,横陇改道后至北宋末黄河下游主要决溢,八月，河决沧州饶安，漂溺居民，移县治于张为村。《宋史·五行志》八月戊申，河徙东行。《宋史·神宗本纪》北流既塞，而河自其南四十里许家港东决，泛滥大名、恩、德、沧、永静五州军境。《宋史·河渠志》,,,
10608012,SLSY,192,熙宁四年,1071,北京及澶州、卫州、郓州,,,横陇改道后至北宋末黄河下游主要决溢,七月辛卯，北京今大名新堤第四、第五埽决，漂溺馆陶、永济、清阳以北。八月，河溢澶州曹村，十月，溢卫州王供，时新堤凡六埽，而决者二，下属恩、冀、贯御河，奔冲为一。 《宋史·河渠志》,,,
10608013,SLSY,192,熙宁五年,1072,北京（大名）夏津,,,横陇改道后至北宋末黄河下游主要决溢,六月，河溢北京夏津。 《宋史·河渠志》,,,
10608014,SLSY,192,熙宁七年,1074,大名,,,横陇改道后至北宋末黄河下游主要决溢,判大名文彦博言：河溢，坏民田，多者六十村，户至万七千；少者九村，户至四千六百。 《宋史·河渠志》,,,
10608015,SLSY,192,熙宁十年,1077,卫、怀、滑、澶、郑等州,,,横陇改道后至北宋末黄河下游主要决溢,七月，河复溢卫州王供及汲县上下埽、怀州黄沁、滑州韩村；己丑，遂大决于澶州曹村，澶渊北流断绝，河道南徙，东汇于梁山张泽泺，分为二派：一合南清河入于淮； 合北清河入于海。凡灌郡县四十五，二濮、齐、郓、徐尤甚，坏田逾三十万顷。八月，又决郑州荥泽。 《宋史·河渠志》,,,
10608016,SLSY,193,元丰三年,1080,澶州,,,横陇改道后至北宋末黄河下游主要决溢,七月，澶州孙村、陈埽及大吴、小吴埽决。 《宋史·河渠志》,,,
10608017,SLSY,193,元丰四年,1081,澶州,,,横陇改道后至北宋末黄河下游主要决溢,四月，小吴埽复大决，自澶州注入御河，恩州危甚。 《宋史·河渠志》,,,
10608018,SLSY,193,元丰五年,1082,北京及郑、沧、滑等州,,,横陇改道后至北宋末黄河下游主要决溢,六月，河溢北京内黄埽。七月决大吴埽堤，以纾灵平下埽危急。八月，河决郑州原武埽，溢入利津、阳武沟、刁马河，归纳梁山泺。九月，河溢沧州南皮上下埽，又溢清池埽，又溢永静军阜城下埽。 《宋史·河渠志》九月癸卯，滑州河水溢。冬十月辛亥，洛口广武大河溢。《宋史·神宗本纪》,,,
10608019,SLSY,193,元丰七年,1084,大名元城埽,,,横陇改道后至北宋末黄河下游主要决溢,七月，河溢元城埽，决横堤，破北京。帅臣王拱辰言：河水暴涨，数十万众号叫求救。 《宋史·河渠志》,,,
10608020,SLSY,193,元丰八年,1085,大名,,,横陇改道后至北宋末黄河下游主要决溢,十月，又决大名之小张口，河北诸郡皆被水灾。 《宋史·河渠志》,,,
10608021,SLSY,193,元祐二年,1087,南宫,,,横陇改道后至北宋末黄河下游主要决溢,河决南宫下埽。 《宋史·河渠志》,,,
10608022,SLSY,193,元祐三年,1088,南宫,,,横陇改道后至北宋末黄河下游主要决溢,河决南宫上埽。 《宋史·河渠志》,,,
10608023,SLSY,193,元祐四年,1089,宗城,,,横陇改道后至北宋末黄河下游主要决溢,决宗城中埽。 《宋史·河渠志》,,,
10608024,SLSY,193,元祐五年,1090,北京南沙堤,,,横陇改道后至北宋末黄河下游主要决溢,大河自五月后，日益暴涨，始由北京南沙堤第七铺决口，水出于第三、第四铺，并清丰口一并东流。 《宋史·河渠志》,,,
10608025,SLSY,194,元祐八年,1093,德清、内黄等地,,,横陇改道后至北宋末黄河下游主要决溢,五月，水官卒请进梁村上、下约，束狭河门，既涉涨水，遂壅而溃。南犯德清，西决内黄，东淤梁村，北出阚村，宗城决口复行魏店，北流因淤遂断，河水四出，坏东郡浮梁。 《宋史·河渠志》,,,
10608026,SLSY,194,绍圣元年,1094,将陵埽,,,横陇改道后至北宋末黄河下游主要决溢,春，王宗望等虽于内黄河下埽闭断北流，然至涨水之时，犹有三分水势，面上流诸埽已多危急，下至将陵埽决，坏民田。 《宋史·河渠志》,,,
10608027,SLSY,194,元符元年,1098,澶州,,,横陇改道后至北宋末黄河下游主要决溢,冬十月，……丁酉，以河北、京东河溢，遣官振卹。是岁，澶州河溢。《宋史·哲宗本纪》,,,
10608028,SLSY,194,元符二年,1099,内黄,,,横陇改道后至北宋末黄河下游主要决溢,六月末，河决内黄口，东流遂断绝。 《宋史·河渠志》 ,,,
10608029,SLSY,194,元符三年,1100,苏村,,,横陇改道后至北宋末黄河下游主要决溢,四月，河决苏村。 《宋史·河渠志》,,,
10608030,SLSY,194,大观元年,1107,河北、京西,,,横陇改道后至北宋末黄河下游主要决溢,夏，……河北、京西河溢，漂溺民户。 《宋史·五行志》,,,
10608031,SLSY,194,大观二年,1108,邢州、冀州,,,横陇改道后至北宋末黄河下游主要决溢,五月，……丙申，邢州言河决，陷巨鹿县。六月，庚寅，冀州河溢，坏信都、南宫两县。《宋史·河渠志》,,,
10608032,SLSY,194,大观三年,1109,冀州,,,横陇改道后至北宋末黄河下游主要决溢,六月庚寅，冀州河水溢。《宋史·徽宗本纪》,,,
10608033,SLSY,194,政和五年,1115,冀州,,,横陇改道后至北宋末黄河下游主要决溢,十月丁巳，中书省言冀州枣强埽决。 《宋史·河渠志》,,,
10608034,SLSY,195,政和七年,1117,瀛州、沧州,,,横陇改道后至北宋末黄河下游主要决溢,七年，瀛、沧州河决，沧州城不没者三版，民死者百余万。《宋史·五行志》,,,
10608035,SLSY,195,宣和三年,1121,冀州、恩州,,,横陇改道后至北宋末黄河下游主要决溢,六月，河溢冀州信都。《宋史·河渠志》六月，河决恩州清河埽。《宋史·徽宗本纪》,,,
10609001,SLSY,224,金天会六年,宋建炎二，1128,,,,,是冬，杜充决黄河，自泗入淮以阻金兵。《宋史·高宗本纪》,,,决口地址不详
10609002,SLSY,224,金大定六年,1166,郓城,,,,五月徙治盘沟村以避河决。《金史·地理志》,,,《郓城县志》称：这年“五月河决阳武，由郓城东流，汇入梁山泊。”
10609003,SLSY,225,大定八年,1168,李固渡,,,,六月，河决李固渡，水溃曹州城，分流于单州之境。……新河水六分，旧河水四分……《金史·河渠志》,,,
10609004,SLSY,225,大定十一年,1171,王村,,,,河决王村，南京孟、卫州界多被其害。 《金史·河渠志》,,,
10609005,SLSY,225,大定十七年,1177,白沟,,,,秋七月，大雨，河决白沟。 《金史·河渠志》,,,
10609006,SLSY,225,大定二十年,1180,卫州、延津,,,,河决卫州及延津京东埽，弥漫至归德府。……乃自卫州埽下接归德府南北两岸增筑堤以捍湍怒。 《金史·河渠志》,,,
10609007,SLSY,225,大定二十六年,1186,卫州,,,,八月，河决卫州堤，坏其城。 《金史·河渠志》,,,
10609008,SLSY,225,大定二十七年,1187,曹、濮间,,,,河决曹、濮间，濒水者多垫溺。《金史·康元粥传》,,,
10609009,SLSY,225,大定二十九年,1189,曹州,,,,五月，河溢于青州小堤之北。 《金史·河渠志》,,,
10609010,SLSY,225,金章宗明昌四年,1193,卫州,,,,六月，河决卫州，魏、清、沧皆被害。 《金史·五行志》,,,
10609011,SLSY,225,明昌五年,1194,阳武,,,,八月，河决阳武故堤，灌封丘而东。 《金史·河渠志》,,,
10609012,SLSY,225,金哀宗正大九年,1232,归德,,,,二月，以行枢密院事守归德。……三月壬午朔，元氏攻城不能下，大军中有献决河之策者，主将从之。河既决，水从西北而下，全城西南，人故濉水道，城反以水为固。《金史·石盏女鲁欢传》,,,
10609013,SLSY,226,天兴三年,宋端平元，1234,寸金淀,,,,八月朔旦，蒙古兵至洛阳城下立砦……赵葵、、全子才在汴，亦以史嵩之不致馈，粮用不继；蒙古兵又决黄河寸金淀之水，以灌南军，南军多溺死，遂皆引师南还。《续资治通鉴·宋纪》,,,
10610001,SLSY,228,至元九年,1272,新乡,,,元代黄河下游主要决溢,七月，卫辉路新乡县广盈仓南，河北岸决五十余步。八月，又崩一百八十三步。《元史·河渠志》九月，怀、孟、卫辉……淫雨，河水并溢，圮田庐害稼。《元史·五行志》,,,
10610002,SLSY,228,至元二十二年,1285,南京,,,元代黄河下游主要决溢,秋，南京……等路，河水坏田三千顷。《元史·五行志》,,,南京路后改为汴梁路
10610003,SLSY,228,至元二十三年,1286,开封、祥符、陈留等县,,,元代黄河下游主要决溢,冬十月，……河决开封、祥符、陈留、杞、太康、通许、鄢陵、扶沟、洧川、尉氏、阳武、延津、中牟、原武、睢州十五处，调南京民夫二十万四千三百二十三人，分筑堤防。《元史·世祖本纪》,,,
10610004,SLSY,228,至元二十四年,1287,汴梁,,,元代黄河下游主要决溢,三月，……汴梁河水泛溢。 《元史·世祖本纪》,,,
10610005,SLSY,228,至元二十五年,1288,襄邑、汴梁、睢阳等县汴梁路,,,元代黄河下游主要决溢,五月，……己丑，汴梁大霖雨，河决襄邑，漂麦禾。五月……癸丑，河决汴梁，太康、通许、杞三县，陈、颍二州皆被害。六月……壬申，睢阳霖雨，河溢害稼。……乙亥，以考城、陈留、通许、杞、太康五县大水及河溢，没民田。 《元史·世祖本纪》汴梁路阳武县诸处，河决二十二所，漂荡麦禾，房舍。《元史·五行志》十二月，太原、汴梁二路河溢，害稼。《元史·五行志》,,,
10610006,SLSY,229,至元二十七年,1290,太康、祥符,,,元代黄河下游主要决溢,六月，……河溢太康，没民田三十一万九千八百余亩。十一月……河决祥符义唐湾，太康、通许，陈、颍二州大被其患。《元史·世祖本纪》,,,
10610007,SLSY,229,元贞二年,1296,杞、封丘、祥符、宁陵、襄邑、开封,,,元代黄河下游主要决溢,九月，河决河南杞、封丘、祥符、宁陵、襄邑五县。十月，河决开封县。《元史·五行志》,,,
10610008,SLSY,229,大德元年,1297,归德、徐、邳、睢等州县汴梁及杞县蒲口,,,元代黄河下游主要决溢,三月，归德、徐州、邳州宿迁、睢宁、鹿邑三县，河南许州临颍、郾城等县，睢州襄邑、太康、扶沟、陈留、开封、杞等县，河水大溢，漂没田庐。《元史·五行志》五月丙寅，河决汴梁，发民三万余人塞之。七月丁亥，河决杞县蒲口。《元史·成宗本纪》,,,
10610009,SLSY,229,大德二年,1298,蒲口汴梁、归德,,,元代黄河下游主要决溢,六月，河决蒲口，凡九十六所，泛溢汴梁、归德二郡。《元史·五行志》七月，汴梁等处大雨，河决坏堤防，漂没归德数县禾稼庐舍。《元史·成宗本纪》,,,
10610010,SLSY,229,大德八年,1304,祥符、太康等,,,元代黄河下游主要决溢,五月，……汴梁之祥符、太康，卫辉之获嘉，太原之阳武河溢。《元史·成宗本纪》,,,阳武县不属太原，疑此处有误
10610011,SLSY,229,大德九年,1305,阳武宁陵、陈留等,,,元代黄河下游主要决溢,六月，汴梁阳武县思齐口河决。八月，归德府宁陵、陈留、通许、扶沟、太康、杞县河溢。《元史·五行志》,,,
10610012,SLSY,230,至大二年,1309,归德、封丘,,,元代黄河下游主要决溢,七月，……癸未，河决归德府境。己亥，河决汴梁之封丘。《元史·武宗本纪》,,,
10610013,SLSY,230,皇庆元年,1312,睢阳,,,元代黄河下游主要决溢,五月，归德睢阳县河溢。《元史·五行志》,,,
10610014,SLSY,230,皇庆二年,1313,陈、亳睢州等,,,元代黄河下游主要决溢,六月，……河决陈、亳、睢州、开封、陈留县，没民田庐。《元史·仁宗本纪》,,,
10610015,SLSY,230,延祐二年,1315,郑州,,,元代黄河下游主要决溢,六月，河决郑州，坏汜水县治。《元史·五行志》,,,
10610016,SLSY,230,延祐三年,1316,颍州太和汴梁,,,元代黄河下游主要决溢,四月，颍州太和县河溢。《元史·五行志》六月，……河决汴梁，没民居。《元史·仁宗本纪》,,,
10610017,SLSY,230,延祐七年,1320,荥泽、开封原武,,,元代黄河下游主要决溢,七月，汴梁路言：荥泽县六月十一日河决塔海庄东堤十步余，横堤两重，又缺数处。二十三日夜，开封县苏村及七里寺复决二处。《元史·河渠志》是岁，……河决汴梁原武，浸灌诸县。《元史·英宗本纪》,,,
10610018,SLSY,230,至治二年,1322,仪封,,,元代黄河下游主要决溢,正月，……辛巳，……仪封县河溢伤稼。 《元史·英宗本纪》,,,
10610019,SLSY,230,泰定元年,1324,楚丘、濮阳,,,元代黄河下游主要决溢,七月，……曹州楚丘县，大名路开州濮阳县河溢。《元史·泰定帝本纪》,,,
10610020,SLSY,231,泰定二年,1325,汴梁、睢州汲县,,,元代黄河下游主要决溢,五月，汴梁路十五县河溢。七月，睢州河决。《元史·泰定帝本纪》八月，……卫辉路汲县河溢。《元史·泰定帝本纪》,,,
10610021,SLSY,231,泰定三年,1326,归德府郑州汴梁、亳州,,,元代黄河下游主要决溢,二月，……归德府属县河决，民饥。 《元史·泰定帝本纪》七月，河决郑州，漂没阳武等县民万六千五百余家。《元史·五行志》十月，……癸酉，河水溢，汴梁路乐利堤坏。是岁，……亳州河溢，漂民舍八百余家。 《元史·泰定帝本纪》,,,
10610022,SLSY,231,泰定四年,1327,睢州及汴梁路扶沟、兰阳、虞城、夏邑,,,元代黄河下游主要决溢,五月，……睢州河溢。六月，……汴梁路河决。 《元史·泰定帝本纪》八月，汴梁扶沟、兰阳二县河溢，漂民居一千九百余家。济宁虞城县河溢，伤稼。十二月，夏邑县河溢。《元史·五行志》,,,
10610023,SLSY,231,致和元年,1328,砀山、虞城,,,元代黄河下游主要决溢,三月，河决砀山、虞城二县。《元史·五行志》,,,
10610024,SLSY,231,至顺元年,1330,长垣、东明济阴县魏家道口,,,元代黄河下游主要决溢,六月，河决大名路长垣、东明二县，没民田五百八十余顷。《元史·五行志》曹州济阴县河防官本县尹郝承务言：六月五日，魏家道口黄河旧堤将决，不可修筑，以此差募民夫，创修护水月堤……其功未竟。至二十一日，水忽泛溢，新旧三堤，一时咸决，明日外堤复坏，急率民闭塞，而湍流迅猛……所下桩土，一扫无遗。《元史·河渠志》,,,
10610025,SLSY,232,至顺三年,1332,睢州、陈州及兰阳、封丘,,,元代黄河下游主要决溢,五月，……汴梁之睢州、陈州，开封之兰阳、封丘诸县河水溢。《元史·文宗本纪》,,,
10610026,SLSY,232,元统元年,1333,阳武,,,元代黄河下游主要决溢,五月，汴梁阳武县河溢害稼。六月，……黄河大溢，河南水灾。《元史·五行志》,,,
10610027,SLSY,232,至元元年,1335,封丘,,,元代黄河下游主要决溢,河决汴梁封丘县。《元史·五行志》,,,
10610028,SLSY,232,至元三年,1337,兰阳、尉氏、归德府,,,元代黄河下游主要决溢,六月，汴梁兰阳、尉氏二县，归德府皆河水泛溢。《元史·五行志》,,,
10610029,SLSY,232,至正二年,1342,睢阳,,,元代黄河下游主要决溢,九月，……归德府睢阳县因黄河为患，民饥。《元史·顺帝本纪》,,,
10610030,SLSY,232,至正三年,1343,白茅口,,,元代黄河下游主要决溢,五月，黄河决白茅口。《元史·五行志》,,,
10610031,SLSY,232,至正四年,1344,曹州、汴梁白茅堤、金堤,,,元代黄河下游主要决溢,春正月，……庚寅，河决曹州……是月，河又决汴梁。《元史·顺帝本纪》五月，大雨二十余日，黄河暴溢，水平地深二丈许，北决白茅堤。六月，又北决金堤。并河郡邑济宁、单州、虞城、砀山、金乡、鱼台、丰、沛、定陶、楚丘、成武以至曹州、东明、巨野、郓城、嘉祥、汶上、任城等处皆罹水患。《元史·河渠志》,,,
10610032,SLSY,232,至正五年,1345,济阴,,,元代黄河下游主要决溢,七月，河决济阴，漂官民亭舍殆尽。十月，黄河泛溢。《元史·五行志》,,,
10610033,SLSY,233,至正六年,1346,,,,元代黄河下游主要决溢,五月丁酉，以黄河决，立河南、山东都水监。《元史·顺帝本纪》,,,
10610034,SLSY,233,至正七年,1347,,,,元代黄河下游主要决溢,十一月，……以河决，民工部尚书迷儿马哈谟行视金堤。《元史·顺帝本纪》,,,
10610035,SLSY,233,至正八年,1348,济宁,,,元代黄河下游主要决溢,正月辛亥，河决，陷济宁路。《元史·五行志》,,,
10610036,SLSY,233,至正九年,1349,沛县,,,元代黄河下游主要决溢,三月，……河北溃。五月，……白茅河东注沛县，遂成巨浸。《元史·顺帝本纪》,,,
10610037,SLSY,233,至正十一年,1351,永城及黄陵岗,,,元代黄河下游主要决溢,七月，河决归德府永城县，坏黄陵岗岸。《元史·五行志》,,,
10610038,SLSY,233,至正十四年,1354,金乡、鱼台,,,元代黄河下游主要决溢,河溢，金乡、鱼台坟墓多坏。《元史·史彦斌传》,,,
10610039,SLSY,233,至正十六年,1356,河阴,,,元代黄河下游主要决溢,河决郑州河阴县，官署民居尽废，遂成中流。《元史·五行志》八月，黄河决，山东大水。 《元史·顺帝本纪》,,,
10610040,SLSY,233,至正二十三年,1363,寿张,,,元代黄河下游主要决溢,七月，河决东平寿张县，圮城墙，漂屋庐，人溺死甚众。《元史·五行志》,,,
10610041,SLSY,233,至正二十五年,1365,小流口,,,元代黄河下游主要决溢,秋，……东平须城、东阿、平阴三县河决小流口，达于清河，坏民居，伤禾稼。《元史·五行志》,,,
10610042,SLSY,234,至正二十六年,1366,东明、济宁等,,,元代黄河下游主要决溢,二月，河北徙，上自东明、曹、濮，下及济宁，皆被其害。……八月，棣州大清河决，滨棣二州之界，民居漂流无遗。济宁路肥城县西，黄水泛溢，漂没田不民居百有余里，德州齐河县境七十余里亦如之。《元史·五行志》,,,
10611001,SLSY,257,洪武元年,1368,曹州双河口,,,,决曹州双河口入鱼台，徐达方北征，乃开塌场口，引洞入泗以济运。《明史·河渠志》,,,
10611002,SLSY,257,洪武八年,1375,开封,,,,春正月，河决开封府大黄寺堤百余丈。《明太祖实录》,,,《明实录》系转引自《行水金鉴》
10611003,SLSY,258,洪武十一年,1378,兰阳、封丘,,,,十月丙辰，开封府兰阳县言河决伤稼。十一月戊寅，开封府封丘县言河溢伤稼。《明太祖实录》,,,
10611004,SLSY,258,洪武十四年,1381,原武、祥符、中牟,,,,七月庚辰，河南原武、祥符、中牟诸县河决为患。《明太祖实录》,,,
10611005,SLSY,258,洪武十六年,1383,荥泽、阳武,,,,六月乙卯，河溢荥泽、阳武二县。《明太祖实录》,,,《河南通志》作河决开封城
10611006,SLSY,258,洪武十七年,1384,开封、杞县,,,,八月丙寅朔，开封府河决东月堤，自陈桥至陈留，横流数十里。壬申，河决杞县入巴河。《明太祖实录》,,,
10611007,SLSY,258,洪武二十年,1387,原武,,,,原武北有黑阳山，下临大河。洪武二十年，河决于此。《明史·地理志》,,,
10611008,SLSY,258,洪武二十二年,1389,仪封,,,,河没仪封，徙其治于白楼村。《明史·河渠志》,,,
10611009,SLSY,258,洪武二十三年,1390,归德、开封、西华,,,,春决归德州东南凤池口，径夏邑、永城。秋决开封、西华诸县，漂没民舍。《明史·河渠志》,,,
10611010,SLSY,258,洪武二十四年,1391,原武、曹州,,,,四月，河水暴溢，决原武黑泽山，东经开封城北五里，又东南由陈州、项城、太和、颍州、颍上，东至寿州正阳镇，全入于淮，而贾鲁河故道遂淤。又由旧曹州、郓城两河口漫东平之安山，元会通河亦淤。《明史·河渠志》,,,
10611011,SLSY,258,洪武二十五年,1392,阳武,,,,复决阳武，泛陈州、中牟、原武、封丘、祥符、兰阳、陈留、通许、太康、扶沟、杞十一州县。 《明史·河渠志》,,,
10611012,SLSY,259,洪武二十九年,1396,怀庆,,,,三十年正月乙亥诏：……先是河决怀庆等府州县。《明太祖实录》,,,
10611013,SLSY,259,洪武三十年,1397,开封,,,,八月决开封，城三面受水，诏改作仓库于荥阳高阜，以备不虞。《明史·河渠志》,,,
10611014,SLSY,259,永乐二年,1404,开封,,,,九月，河决开封，坏城。《明史·五行志》,,,
10611015,SLSY,259,永乐三年,1405,温县,,,,河决温县堤四十丈，济、涝二水交溢。《明史·河渠志》,,,
10611016,SLSY,259,永乐五年,1407,河南,,,,七月丁卯，黄河泛溢河南，伤濒河苗稼。《明太宗实录》,,,
10611017,SLSY,259,永乐七年,1409,陈州,,,,河南陈州卫言：河水冲决城垣三百七十六丈，护城堤岸二千余丈。《明太宗实录》,,,
10611018,SLSY,259,永乐八年,1410,开封,,,,秋，河决开封，坏城二百余丈，民被患者万四千余户，没田七千五百余顷。《明史·河渠志》,,,
10611019,SLSY,259,永乐九年,1411,阳武,,,,决阳武中盐堤，漫中牟、祥符、尉氏。《明史·河渠志》,,,《明太宗实录》作永乐十年
10611020,SLSY,259,永乐十二年,1414,开封,,,,八月辛亥，黄河溢，坏河南土城二百余丈。《明太宗实录》,,,
10611021,SLSY,259,永乐十四年,1416,开封,,,,决开封州县十四，经怀远，由涡河入于淮。《明史·河渠志》,,,
10611022,SLSY,260,永乐十六年,1418,河南,,,,十月甲申，行在工部言：河南黄河溢，决埽座四十余丈。《明太宗实录》,,,
10611023,SLSY,260,永乐二十年,1422,开封等地,,,,二十一年五月癸未，户部尚书郭资言：河南开封府、归德、睢州、祥符、阳武、中牟、宁陵、项城、永城、荥泽、太康、西华、兰阳、原武、封丘、通许、陈留、洧川、杞县……，去年夏秋霖雨，黄河泛溢，并伤田稼。《明太宗实录》,,,
10611024,SLSY,260,永乐二十二年,1424,祥符等地,,,,九月庚辰，河南黄河泛溢，祥符、陈留、鄢陵、太康、阳武、原武诸县多伤禾稼。《明仁宗实录》,,,
10611025,SLSY,260,宣德元年,1426,开封等地,,,,溢开封州县十。,,,《明宣宗实录》作九县
10611026,SLSY,260,宣德三年,1428,郑州等地,,,,九月丙子，河南开封府之郑州、祥符、陈留、荥阳、荥泽、鄢陵、杞、中牟、洧川等十县河水泛溢。《明宣宗实录》,,,
10611027,SLSY,260,宣德六年,1431,开封等地,,,,七年六月乙卯，巡抚侍郎于谦奏：开封祥符、中牟、尉氏、扶沟、太康、通许、阳武、夏邑八县，去年七月黄河泛溢，冲决堤岸，淹没官民田五千二百二十五顷六十五亩。《明宣宗实录》,,,
10612001,SLSY,264,正统元年,1436,开封,,,,秋七月，河南开封府奏：淫雨连绵，河堤冲决，灾伤害稼。《明英宗实录》,,,
10612002,SLSY,264,正统二年,1437,开封等地,,,,六月庚辰，……直隶凤阳、淮安、扬州诸府，徐、和、滁诸州，河南开封府各奏：自四月至五月阴雨连绵，河、淮泛涨，居民禾稼，多致漂没。九月己酉，河南开封府阳武、原武、荥泽三县，秋雨涨漫，决堤岸三十余处。《明英宗实录》,,,
10612003,SLSY,265,正统三年,1438,阳武、邳州等地,,,,河复决阳武及邳州，灌鱼台、金乡、嘉祥。《明史·河渠志》,,,
10612004,SLSY,265,正统八年,1443,,,,,七月甲子，久雨，黄河、汴水泛溢，坏堤堰甚多。《明英宗实录》,,,
10612005,SLSY,265,正统九年,1444,开封,,,,九月庚子，河决金龙口、阳谷堤、张家黑龙庙口，上命山东三司亟修完工。十月辛亥，河南睢州、……祥符、杞县、阳武、原武、封丘、陈留……河决。《明英宗实录》,,,
10612006,SLSY,265,正统十年,1445,封丘、阳谷等地,,,,原武北有黑阳山，下临大河。洪武二十四年河决于此。正统十二年复决焉。《明史·地理志》,,,
10612007,SLSY,265,正统十二年,1447,原武,,,,原武北有黑阳山，下临大河。洪光二十四年河决于此。正统十二年复决焉。《明史·地理志》,,,
10612008,SLSY,265,正统十三年,1448,陈留、新乡,,,,河南陈留县奏：今年五月间河水泛涨，冲决金村堤及黑潭南岸。七月己酉，河决河南八柳树口，漫流山东曹州、濮州，抵东昌，坏沙湾等堤。《明英宗实录》正统十三年改流为二：一自新乡八柳树，由故道东经延津、封丘入沙湾。一决荥泽，漫流于原武，抵开封、祥符、扶沟、通许、洧川、尉氏、临颍、郾城、陈州、商水、西华、项城、太康，没田数十万顷。而开封惠特其。《明史·河渠志》,,,
10612009,SLSY,265,正统十四年,1449,聊城,,,,正月，河复决聊城。《明史·河渠志》,,,黄河决水冲破运堤，景泰三四年同
10612010,SLSY,265,景泰三年,1452,沙湾,,,,六月大雨浃旬，复决沙湾北岸，掣运河之水以东，近河地皆没。《明史·河渠志》,,,
10612011,SLSY,266,景泰四年,1453,沙湾,,,,正月，河复决沙湾新塞口之南。五月大雷雨，复决沙湾北岸，掣运河水入盐河，漕舟尽阻。《明史·河渠志》,,,
10612012,SLSY,266,景泰五年,1454,东昌等地,,,,八月，山东东昌、兖州、济宁三府州大雨，黄河泛涨，淹没禾稼。《明英宗实录》,,,
10612013,SLSY,266,景泰六年,1456,开封,,,,六月癸未，河决河南开封府高门堤二十余里。《明英宗实录》,,,
10612014,SLSY,266,景泰七年,1456,开封,,,,夏，河决开封。《明史·河渠志》,,,
10612015,SLSY,266,天顺元年,1457,原武、荥泽,,,,十月庚子，河南开封府原武、荥泽二县各奏：今年六月以来，天雨连绵，黄河泛滥，田禾俱被淹没。《明英宗实录》,,,
10612016,SLSY,266,天顺二年,1458,开封,,,,三年六月戊辰，户部奏：河南开封府所属祥符等四县天顺二年雨多河溢，淹没民田千六百三十二顷。《明英宗实录》,,,
10612017,SLSY,266,天顺四年,1460,开封,,,,河南开封……诸府各奏：六月间骤雨，河堤冲决，禾稼伤损。《明英宗实录》,,,
10612018,SLSY,266,天顺五年,1461,开封,,,,七月，河决汴梁土城，又决砖城，城中水丈余，坏官民舍过半，……军民溺死五算。《明史·河渠志》,,,
10612019,SLSY,266,天顺六年,1442,获嘉,,,,获嘉：大河旧在县南，天顺六年中，河自武陟徙入原武，而县界之流绝。《明史·地理志》,,,
10612020,SLSY,267,成化十三年,1477,河南,,,,河南右副都御史张暄奏：今岁首，黄河水溢，淹没民居，弥漫田野，不得播种。《明宪宗实录》,,,
10612021,SLSY,267,成化十四年,1478,开封,,,,南北直隶、山东、河南等处五月以后骤雨连绵，河水泛溢，平陆成川，禾稼漂没，人畜漂流，死者不可胜计。九月癸亥，黄河水溢，冲决开封府护城堤五十丈，居民被灾者五百余家。《明宪宗实录》,,,《河南通志》称河决祥符杏花营及延津西村
10612022,SLSY,267,成化十八年,1482,开封,,,,五月丁巳，河南开封府州县黄河水溢，淹没禾稼。《明宪宗实录》,,,
10612023,SLSY,267,弘治二年,1489,开封、封丘等地,,,,五月，河决开封及金龙口，入张秋运河，又决埽头五所人沁。南决者，自中牟杨桥至祥符界析为二支：一经尉氏等县，合颍水，下涂山，入于淮；一经通许等县，入涡河，下荆山，入于淮。又一支自归德通凤阳之亳县，亦合涡河入于淮。北决者，自原武经阳武、祥符、封丘、兰阳、仪封、考城，其一支决入金龙等口，至山东曹州，冲入张秋漕河。《明史·河渠志》,,,
